SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGZ,DMDHREDZ,DMDHRMAZ,DMDHSEDZ,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,gender_f,edu_f,language_f
101292,10,2,2,14,.,4,4,2,179,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,7,7,1,3,0,2,3,2,2,.,15437.536825069024,15768.889950124527,2,146,9,9,1.18,Female,HS,English
101293,10,1,2,22,.,4,4,.,.,2,.,1,1,.,.,4,5,3,1,2,2,.,.,.,.,.,.,.,3,3,0,1,0,2,2,2,3,.,24637.42625566651,0,1,136,.,.,.,Female,HS,English
101294,10,2,2,39,.,4,4,1,.,2,.,1,1,.,.,4,1,2,1,2,2,1,2,2,1,2,2,1,5,5,1,0,1,2,4,3,2,.,31274.256456676012,30697.826408030953,1,139,6,6,1.06,Female,College,English
101295,10,2,1,16,.,5,6,2,205,.,.,1,1,.,11,.,.,.,1,2,2,.,.,.,1,2,2,1,3,3,0,1,0,1,3,3,1,3,9606.60779043375,9803.049049802126,2,138,.,.,.,Male,College,English
101296,10,2,1,2,.,4,4,2,32,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,6,6,3,1,0,2,2,2,1,2,7991.867221440844,8920.055988691187,1,136,8,8,1.52,Male,HS,English
101297,10,2,2,10,.,4,4,2,121,.,.,1,1,.,4,.,.,.,1,1,2,1,2,2,1,2,2,.,3,3,0,1,0,2,2,2,1,.,14352.539608795518,14629.086360325411,2,146,9,9,2.89,Female,HS,English
101298,10,2,2,60,.,5,7,2,.,1,1,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,1,5,5,0,2,1,2,4,2,2,.,33789.911932402596,32246.39012867915,1,142,8,8,1.7,Female,HS,English
101299,10,2,2,11,.,1,1,1,138,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,2,1,0,2,2,1,1,.,29393.53135638533,29478.099176233445,2,136,3,3,0.36,Female,<HS,English
101300,10,2,2,35,.,2,2,2,.,2,.,2,1,3,.,5,1,2,1,2,2,1,2,2,2,2,2,2,4,4,1,0,0,1,3,2,1,3,60549.90456497954,61372.62552737625,1,134,14,14,3.66,Female,HS,English
101301,10,2,1,0,9,4,4,1,9,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,1,1,0,2,2,2,.,.,7190.453740126166,7755.128258925871,1,143,7,7,1.76,Male,HS,English
101302,10,2,1,17,.,5,7,2,206,2,.,1,1,.,11,.,.,.,1,2,2,1,2,2,1,2,2,1,3,3,0,2,0,2,3,2,3,.,13133.589105289671,13202.473265107112,1,147,6,6,1.47,Male,HS,English
101303,10,2,1,3,.,1,1,1,43,.,.,1,1,.,.,.,.,.,2,1,2,2,2,2,.,.,.,.,5,5,1,1,1,2,2,1,1,2,21459.201761437645,23158.072836933112,1,137,12,12,.,Male,<HS,Spanish
101304,10,2,1,10,.,5,7,1,121,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,1,1,0,2,2,3,1,2,7770.0954903170095,8469.105532258554,1,143,15,15,5,Male,College,English
101305,10,2,1,2,.,2,2,2,33,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,3,1,3,0,1,2,2,2,.,25099.309041361626,27080.940045339757,2,143,9,9,2.89,Male,HS,English
101306,10,2,2,14,.,3,3,2,176,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,3,1,0,2,0,1,3,2,2,.,36991.66397524119,38091.45237263994,2,141,7,1,0.05,Female,HS,English
101307,10,2,2,47,.,4,4,1,.,2,.,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,2,3,2,2,.,19386.1374805067,19393.876689561024,1,137,3,3,0.77,Female,HS,English
101308,10,2,2,25,.,3,3,1,.,2,.,1,1,.,.,5,3,2,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,2,3,2,.,.,95945.64945239846,110410.52882623603,2,140,15,15,4.81,Female,HS,English
101309,10,2,1,1,19,1,1,1,20,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,2,1,0,2,2,2,1,.,11539.199537019484,12314.546578701837,2,135,14,14,2.62,Male,HS,English
101310,10,2,1,17,.,3,3,2,212,2,.,1,1,.,11,.,.,.,1,2,2,1,2,2,1,2,2,1,5,5,0,2,0,2,3,2,1,3,60019.392340507686,63951.246282851964,1,143,15,15,3.56,Male,HS,English
101311,10,2,1,30,.,5,6,2,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,2,2,3,.,36588.83678828152,36504.02050606823,2,134,9,9,2.89,Male,HS,English
101312,10,2,2,80,.,3,3,1,.,2,.,1,1,.,.,3,2,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,2,4,2,2,.,43001.13519776924,49193.359944079544,2,142,6,6,2.63,Female,HS,English
101313,10,2,2,42,.,4,4,2,.,2,.,2,1,4,.,4,1,1,1,2,2,1,2,2,.,.,.,.,5,5,2,0,1,1,2,2,1,2,15598.066177442677,19992.29327155828,2,134,6,6,0.85,Female,HS,English
101314,10,2,1,12,.,1,1,2,154,.,.,1,1,.,6,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,2,1,2,17766.756180968725,18203.32240384577,2,141,10,10,2.79,Male,HS,English
101315,10,2,1,15,.,3,3,2,185,.,.,1,1,.,9,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,3,0,2,3,3,2,.,92180.85405990145,98219.59654479445,1,141,15,15,5,Male,College,English
101316,10,2,1,22,.,5,6,2,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,1,3,2,1,2,46006.78041975083,50391.10898895036,1,136,14,14,3.66,Male,HS,English
101317,10,2,2,12,.,4,4,2,148,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,2,1,1,1,8735.216812256574,10460.8524569935,2,145,9,9,2.31,Female,<HS,English
101318,10,2,2,18,.,3,3,1,222,2,.,1,1,.,13,.,.,.,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,2,2,2,1,2,53169.818720890646,55493.715200136176,2,142,15,15,5,Female,HS,English
101319,10,2,1,34,.,1,1,2,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,2,3,2,1,.,63102.19335654272,62492.91941421,2,143,5,5,1.06,Male,HS,English
101320,10,2,1,80,.,3,3,1,.,1,2,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,3,1,3,61677.122042671945,73691.9906495254,1,146,15,15,5,Male,College,English
101321,10,2,2,0,4,3,3,2,4,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,1,0,0,2,3,2,2,.,13976.552282461602,16977.764161534273,1,145,7,7,1.71,Female,HS,English
101322,10,2,1,57,.,5,6,1,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,.,.,.,.,1,1,0,0,0,1,3,2,2,.,13327.096018181635,14978.415257699231,2,136,10,10,5,Male,HS,English
101323,10,2,2,74,.,4,4,2,.,2,.,1,1,.,.,3,5,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,1,2,4,2,3,.,16775.859947923396,17084.569914148946,2,145,7,7,2.13,Female,HS,English
101324,10,2,1,35,.,4,4,1,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,2,3,1,2,16079.495329798672,16859.179783205724,2,140,5,5,0.73,Male,College,English
101325,10,2,2,8,.,4,4,2,104,.,.,1,1,.,3,.,.,.,1,1,2,.,.,.,1,2,2,.,4,4,1,1,1,2,2,2,2,.,14587.231405792892,15031.537264898567,2,134,.,.,.,Female,HS,English
101326,10,2,2,16,.,5,6,2,200,.,.,2,2,2,9,.,.,.,1,2,1,1,2,1,1,2,1,1,6,6,0,2,0,2,3,.,.,.,11919.922921687497,13547.260056129906,1,138,5,5,0.64,Female,.,English
101327,10,2,2,52,.,3,3,1,.,2,.,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,2,2,3,.,42339.35662386466,41456.14248394275,1,136,4,4,0.92,Female,HS,English
101328,10,2,2,67,.,5,7,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,4,2,1,.,18053.91675465729,17394.545383331246,1,139,15,15,5,Female,HS,English
101329,10,2,2,16,.,3,3,2,194,.,.,1,1,.,10,.,.,.,1,2,2,1,2,2,1,2,2,1,5,5,0,1,0,1,3,2,1,2,57363.686327028496,59178.65022175135,1,142,12,12,.,Female,HS,English
101330,10,2,2,22,.,3,3,1,.,2,.,1,1,.,.,4,5,2,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,3,2,2,.,74373.66323006368,74232.7328262553,1,138,7,7,1.71,Female,HS,English
101331,10,1,2,80,.,3,3,.,.,2,.,1,1,.,.,3,2,.,1,1,2,1,1,2,.,.,.,.,1,1,0,0,1,2,4,2,2,.,66068.85678115908,0,2,139,5,5,1.86,Female,HS,English
101332,10,2,1,15,.,4,4,2,189,.,.,1,1,.,9,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,2,1,3,.,13216.153604854393,13620.441438398939,1,134,5,5,0.81,Male,<HS,English
101333,10,2,2,71,.,5,6,2,.,2,.,2,1,8,.,5,5,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,2,4,3,3,.,20790.43863608446,23034.059509056326,1,141,15,15,5,Female,College,English
101334,10,2,1,13,.,3,3,1,157,.,.,1,1,.,6,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,2,3,3,1,3,122354.8841653394,125341.38766996033,1,137,15,15,5,Male,College,English
101335,10,2,1,80,.,4,4,1,.,1,2,1,1,.,.,4,2,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,2,2,.,8503.239750721277,8934.53164376236,1,139,10,10,4.31,Male,HS,English
101336,10,2,2,72,.,3,3,2,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,2,1,2,29728.00147035104,41540.993216400304,2,139,6,6,2.04,Female,HS,English
101337,10,2,1,13,.,3,3,2,164,.,.,1,1,.,7,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,0,1,0,1,3,2,1,3,117544.88920782415,122464.64569686903,2,134,15,15,5,Male,HS,English
101338,10,2,1,2,.,4,4,1,26,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,2,2,1,0,0,2,2,2,3,.,8025.075588271994,8893.492399311282,2,144,5,5,1.34,Male,HS,English
101339,10,2,1,63,.,1,1,1,.,2,.,2,1,8,.,1,1,.,2,2,2,2,2,2,2,2,2,2,6,6,1,0,1,2,3,.,1,1,6654.654498134555,6964.950346832928,2,137,7,7,1.16,Male,.,Spanish
101340,10,2,1,80,.,3,3,1,.,1,1,1,1,.,.,4,1,.,1,2,2,1,2,2,.,.,.,.,2,2,0,0,2,1,4,2,1,3,45775.51983187076,54720.859097815526,2,143,14,14,5,Male,HS,English
101341,10,2,2,7,.,4,4,2,87,.,.,1,1,.,1,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,1,2,0,2,2,2,3,.,6640.643047284634,6693.487797366991,1,141,4,4,0.73,Female,HS,English
101342,10,2,2,41,.,3,3,2,.,2,.,1,1,.,.,5,1,2,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,3,2,1,3,32007.971167013842,32181.78022910626,2,141,14,14,2.55,Female,HS,English
101343,10,2,1,80,.,3,3,1,.,1,2,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,3,1,3,41557.389582838354,48724.43811645534,1,138,15,15,5,Male,College,English
101344,10,2,2,16,.,5,7,1,198,.,.,1,1,.,9,.,.,.,1,2,2,1,2,2,1,2,2,1,5,5,0,2,0,1,3,1,1,1,21503.163013743913,21921.649778485607,2,137,4,4,0.58,Female,<HS,English
101345,10,2,2,29,.,4,4,2,.,2,.,1,1,.,.,3,5,2,1,2,2,1,2,2,1,2,2,1,6,6,2,2,0,1,3,1,2,.,32843.85048346174,36314.40799268055,1,145,7,7,1.06,Female,<HS,English
101346,10,2,1,8,.,3,3,2,106,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,2,2,3,1,2,28310.92839130386,29687.4805604661,1,145,7,7,1.63,Male,College,English
101347,10,2,2,0,0,4,4,2,1,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,3,1,0,2,2,2,1,2,6888.6412205322695,6870.653928588674,2,146,6,6,0.79,Female,HS,English
101348,10,2,2,80,.,3,3,2,.,2,.,2,1,4,.,1,2,.,1,2,1,.,.,.,1,2,1,.,1,1,0,0,1,2,4,1,2,.,34911.040323356945,42666.66298989858,2,137,.,.,.,Female,<HS,English
101349,10,2,2,69,.,4,4,2,.,2,.,1,1,.,.,2,2,.,1,2,2,1,2,2,1,2,2,1,3,3,0,1,1,2,4,1,2,.,11769.407262097677,11320.250418642256,1,134,6,6,1.57,Female,<HS,English
101350,10,2,1,46,.,3,3,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,3,2,1,.,25628.136573682947,24735.82090896616,1,145,1,1,0.2,Male,HS,English
101351,10,2,2,79,.,5,6,2,.,2,.,2,1,8,.,5,5,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,2,4,3,3,.,24428.74184250848,27118.246044140677,2,145,9,9,3.92,Female,College,English
101352,10,2,1,16,.,3,3,1,198,.,.,1,1,.,66,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,0,3,0,2,3,2,1,.,19650.865971379848,19675.903506556602,1,140,7,7,0.94,Male,HS,English
101353,10,2,1,0,0,3,3,2,1,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,6,6,3,1,0,2,2,2,1,2,10883.471952395394,10467.43128412334,1,135,6,6,0.91,Male,HS,English
101354,10,2,2,10,.,2,2,2,127,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,7,7,2,3,0,1,3,2,1,2,12731.281125285044,12929.487819425833,1,142,10,10,1.75,Female,HS,English
101355,10,2,1,46,.,4,4,1,.,2,.,1,1,.,.,3,4,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,2,1,3,.,23059.558813983123,23247.741771939895,1,146,5,5,1.2,Male,<HS,English
101356,10,2,2,54,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,3,1,1,2,175978.31952603473,174956.95399407027,1,146,15,15,5,Female,<HS,English
101357,10,2,2,72,.,4,4,1,.,2,.,1,1,.,.,4,2,.,1,2,2,.,.,.,1,2,2,.,1,1,0,0,1,2,4,2,2,.,15354.653405020086,15886.304737452967,1,139,.,.,.,Female,HS,English
101358,10,1,2,24,.,5,6,.,.,2,.,2,2,2,.,5,5,3,1,2,2,1,2,2,.,.,.,.,2,1,0,0,0,2,2,3,3,.,32225.67734541431,0,2,144,6,5,1.65,Female,College,English
101359,10,2,2,52,.,1,1,2,.,2,.,2,2,6,.,2,1,.,2,2,2,1,2,2,1,2,2,2,4,4,0,1,1,2,3,1,1,1,23633.90401183599,23297.66256005918,1,135,7,7,1.52,Female,<HS,Spanish
101360,10,2,1,46,.,3,3,1,.,2,.,1,1,.,.,4,6,.,1,2,2,1,2,2,1,2,2,1,7,7,0,3,0,2,2,2,3,.,114302.23570047342,116060.47935739945,2,142,14,14,1.93,Male,HS,English
101361,10,2,1,6,.,3,3,2,73,.,.,1,1,.,0,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,1,1,1,2,4,1,2,.,26171.303874021138,33934.81698397484,2,145,4,4,0.62,Male,<HS,English
101362,10,2,2,74,.,3,3,1,.,2,.,1,1,.,.,3,2,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,2,4,2,2,.,57727.887630869234,59778.289466963324,1,140,6,6,2.07,Female,HS,English
101363,10,2,2,69,.,2,2,2,.,2,.,2,2,6,.,1,1,.,2,2,2,2,2,2,.,.,.,.,4,4,0,1,2,2,2,2,.,.,8490.918372770082,9221.760658187457,2,141,10,10,2.75,Female,HS,Spanish
101364,10,1,2,11,.,5,6,.,.,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,0,2,0,1,3,.,1,3,9151.038508419027,0,2,138,15,15,4.08,Female,.,English
101365,10,2,1,30,.,5,6,1,.,2,.,2,1,5,.,4,1,.,1,2,2,1,2,2,1,2,2,1,5,5,0,0,0,1,2,2,1,2,29996.459433607743,38161.94074793699,2,135,15,15,5,Male,HS,English
101366,10,2,2,52,.,5,6,2,.,2,.,2,1,6,.,5,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,3,3,1,3,24444.54302071186,27705.045760620804,2,134,15,15,4.93,Female,College,English
101367,10,2,2,0,1,3,3,1,2,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,1,1,0,1,2,2,1,2,17520.5063074277,18169.833285064207,2,140,12,12,.,Female,HS,English
101368,10,2,2,3,.,4,4,2,44,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,6,6,2,2,0,1,3,2,1,3,11693.04807806381,12681.004625285517,2,134,15,15,5,Female,HS,English
101369,10,2,2,53,.,4,4,2,.,2,.,2,1,6,.,5,1,.,1,2,2,1,2,2,.,.,.,.,2,2,0,0,0,2,3,3,1,.,25360.35129393677,27161.531216170093,1,138,14,14,5,Female,College,English
101370,10,2,2,31,.,2,2,2,.,2,.,1,1,.,.,4,1,2,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,2,2,1,2,74704.73145140783,78705.73264882094,2,138,15,15,5,Female,HS,English
101371,10,2,2,6,.,5,7,1,77,.,.,1,1,.,0,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,0,2,0,1,3,2,1,3,20282.612661654373,22155.860345396737,2,140,14,14,3.39,Female,HS,English
101372,10,2,2,29,.,5,6,2,.,2,.,2,2,4,.,3,1,2,1,2,2,1,2,1,1,2,2,3,5,5,3,0,0,2,2,2,1,2,26151.10203393588,26736.74183913786,1,143,10,10,2.43,Female,HS,English
101373,10,2,1,9,.,5,6,2,115,.,.,2,2,2,3,.,.,.,1,1,2,1,2,2,1,2,2,.,3,3,0,1,0,1,3,3,1,3,10608.048730749711,11116.356462399266,1,141,14,14,4.16,Male,College,English
101374,10,2,1,2,.,3,3,1,27,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,3,0,0,2,2,3,1,3,31520.137443690863,32612.195141691554,1,139,14,14,2.85,Male,College,English
101375,10,2,1,53,.,5,6,1,.,2,.,2,1,7,.,3,1,.,1,2,1,1,2,1,.,.,.,.,5,5,0,1,0,1,3,2,1,2,16004.241193322589,16134.772875823612,1,148,7,7,1.32,Male,HS,English
101376,10,2,1,12,.,5,7,2,144,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,2,3,2,1,2,18590.145672161747,18967.763319016503,2,143,7,7,1.92,Male,HS,English
101377,10,1,2,7,.,3,3,.,.,.,.,1,1,.,2,.,.,.,1,1,2,.,.,.,.,.,.,.,5,5,0,3,0,2,2,.,1,.,38611.90802626268,0,2,138,.,.,.,Female,.,English
101378,10,2,2,34,.,5,6,1,.,2,.,2,2,4,.,5,1,2,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,3,3,1,3,28536.212834520018,32913.68798391762,2,140,15,15,5,Female,College,English
101379,10,2,1,55,.,4,4,2,.,2,.,1,1,.,.,3,5,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,3,2,3,.,14909.758107768555,14659.940109263647,1,145,1,1,0,Male,HS,English
101380,10,2,1,9,.,4,4,1,118,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,2,1,0,1,2,2,1,2,13533.962881476653,14639.87200276908,1,144,4,4,0.52,Male,HS,English
101381,10,1,1,15,.,4,4,.,.,.,.,1,1,.,9,.,.,.,1,1,2,1,2,2,.,.,.,.,2,2,0,1,0,1,3,3,2,.,24461.962539376855,0,2,144,8,8,2.73,Male,College,English
101382,10,2,2,64,.,3,3,2,.,2,.,1,1,.,.,5,2,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,4,3,2,.,109749.3347642666,109771.07754874534,2,146,15,15,5,Female,College,English
101383,10,2,1,0,1,4,4,1,2,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,0,0,1,2,2,1,2,6512.292821751545,6659.0156123657625,2,148,8,8,2.15,Male,HS,English
101384,10,2,1,22,.,4,4,1,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,1,2,4,2,3,.,40658.164221709725,50627.903368749474,1,144,14,14,3.25,Male,HS,English
101385,10,2,2,28,.,4,4,2,.,2,.,1,1,.,.,5,5,2,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,2,3,3,.,25933.737267074554,28056.747230140492,2,145,15,15,5,Female,College,English
101386,10,2,2,49,.,2,2,1,.,2,.,2,2,2,.,4,1,.,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,3,2,1,2,19612.20767573397,19152.082355663963,2,142,5,5,1.37,Female,HS,Spanish
101387,10,2,2,73,.,5,6,1,.,2,.,2,2,3,.,5,1,.,1,2,2,1,2,2,1,2,2,.,5,5,0,1,2,1,4,3,1,3,19988.65379115915,20425.611504001456,2,140,15,15,5,Female,College,English
101388,10,2,1,14,.,3,3,2,177,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,2,0,1,3,3,1,3,62743.26818563985,64336.193836819,1,142,15,15,5,Male,College,English
101389,10,2,1,42,.,5,6,1,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,3,2,2,.,15060.62443773309,16240.789479947347,1,144,15,15,5,Male,HS,English
101390,10,2,1,40,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,.,.,.,.,4,4,2,0,0,1,3,2,1,3,97483.1128634235,98796.68672170003,1,146,14,14,3.96,Male,HS,English
101391,10,2,2,74,.,3,3,1,.,2,.,1,1,.,.,2,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,2,4,1,1,1,24626.446278996653,29352.90095293019,2,141,5,5,1.23,Female,<HS,English
101392,10,2,2,14,.,3,3,2,176,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,6,6,0,3,0,1,2,2,1,2,27690.83984533637,28315.091847861782,2,147,7,7,1.24,Female,HS,English
101393,10,2,2,80,.,5,6,1,.,2,.,2,1,5,.,5,2,.,1,2,2,1,2,2,1,2,2,.,3,3,0,0,1,2,4,3,2,.,10224.55507101986,10491.224084626494,2,140,1,1,0,Female,College,English
101394,10,2,1,39,.,5,6,2,.,2,.,2,2,5,.,1,1,.,1,2,1,1,2,1,1,2,1,3,5,5,0,0,2,2,3,1,2,.,19347.366919520744,20910.61451757151,1,138,7,7,1.39,Male,<HS,English
101395,10,2,1,14,.,3,3,2,174,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,3,1,2,87293.54286620546,103602.0777632462,1,145,15,15,5,Male,College,English
101396,10,2,2,80,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,2,4,2,1,2,61228.56431163183,67943.06041159626,1,146,7,7,2.46,Female,HS,English
101397,10,2,1,25,.,4,4,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,5,5,2,1,0,1,2,2,1,.,42411.984728110416,41483.67416971239,2,137,4,4,0.66,Male,HS,English
101398,10,2,1,75,.,3,3,2,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,2,1,2,4587.173043801203,6362.880240940752,2,139,9,9,3.65,Male,HS,English
101399,10,2,1,41,.,3,3,2,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,3,2,1,3,186290.26019398027,184939.78271601757,1,147,15,15,4.86,Male,HS,English
101400,10,2,1,53,.,5,6,1,.,2,.,2,1,6,.,5,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,3,2,1,3,9511.86348192826,9967.338399625902,1,144,5,5,0.89,Male,HS,English
101401,10,2,1,52,.,5,6,1,.,2,.,2,2,5,.,3,1,.,1,2,1,1,2,2,1,2,1,3,3,3,0,0,0,1,2,2,3,.,15186.635207181696,16487.741782853347,1,137,13,13,.,Male,HS,English
101402,10,2,2,75,.,5,6,2,.,2,.,2,2,4,.,3,1,.,1,2,2,1,2,2,.,.,.,.,3,3,0,0,2,1,4,2,1,2,7663.700255399438,7607.653356038128,1,135,8,8,2.59,Female,HS,English
101403,10,2,2,11,.,1,1,1,137,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,.,6,6,0,3,0,2,2,2,1,2,31119.027571664894,31371.680599644078,2,143,14,14,2.52,Female,HS,English
101404,10,2,1,31,.,4,4,2,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,3,.,27461.031894415733,29318.605002111075,2,147,13,13,.,Male,HS,English
101405,10,2,2,56,.,4,4,2,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,3,2,2,.,34558.58431139911,34446.32533752369,1,136,14,14,5,Female,HS,English
101406,10,2,2,1,17,5,6,1,17,.,.,1,1,.,.,.,.,.,1,1,1,1,2,1,.,.,.,.,4,4,2,0,0,1,2,2,1,2,5392.332270013706,5575.496582467049,2,135,77,77,.,Female,HS,English
101407,10,2,2,65,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,4,.,1,2,145092.33504646065,152367.63136491622,2,142,15,15,5,Female,.,English
101408,10,2,2,4,.,1,1,1,50,.,.,1,1,.,.,.,.,.,2,1,2,2,2,2,.,.,.,.,6,6,2,2,0,2,2,1,1,1,48095.04871027149,47566.254272043225,2,144,1,1,0.04,Female,<HS,Spanish
101409,10,2,1,9,.,3,3,2,117,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,1,2,2,.,5,1,0,2,0,1,3,2,1,3,44086.46320946088,47310.87324470499,2,141,10,1,0.24,Male,HS,English
101410,10,2,1,3,.,3,3,2,37,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,0,0,1,2,3,1,2,63576.79012305508,71879.29840904473,1,141,15,15,5,Male,College,English
