SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGZ,DMDHREDZ,DMDHRMAZ,DMDHSEDZ,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,gender_f,edu_f,language_f
101174,10,2,1,35,.,4,4,2,.,2,.,1,1,.,.,4,6,.,1,2,2,1,2,2,1,2,2,1,4,3,0,0,2,1,4,1,1,2,20448.344569470035,21831.55169421249,1,147,7,7,1.84,Male,<HS,English
101175,10,2,1,55,.,3,3,2,.,2,.,1,1,.,.,5,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,3,3,2,.,24655.18375733604,25398.213615350793,1,145,4,4,1.58,Male,College,English
101176,10,2,2,80,.,4,4,2,.,2,.,1,1,.,.,3,2,.,1,2,2,.,.,.,.,.,.,.,1,1,0,0,1,2,4,2,2,.,21354.882202790806,23458.485905662743,1,134,.,.,.,Female,HS,English
101177,10,2,1,64,.,1,1,1,.,2,.,2,9,3,.,1,6,.,2,2,2,2,2,2,2,2,2,2,6,6,0,2,1,2,2,2,1,.,6626.458034369547,6898.043318489338,1,137,4,4,0.56,Male,HS,Spanish
101178,10,2,2,0,3,5,7,1,3,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,2,0,0,2,2,2,3,.,6375.302869597864,6185.065527268968,2,137,4,4,0.91,Female,HS,English
101179,10,2,2,62,.,1,1,1,.,2,.,2,1,7,.,4,1,.,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,3,1,1,2,21342.049381706947,22467.299718152564,2,148,3,3,0.73,Female,<HS,Spanish
101180,10,2,2,80,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,2,1,2,29631.907974130037,33267.32729707548,1,144,10,10,4.43,Female,HS,English
101181,10,2,2,50,.,2,2,2,.,2,.,1,1,.,.,5,3,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,3,3,2,.,37160.802034194734,43108.43438703596,1,134,14,14,4.74,Female,College,English
101182,10,2,1,58,.,4,4,1,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,5,5,1,1,0,1,3,2,1,3,30990.36761120314,30646.03291531359,1,144,14,14,3.13,Male,HS,English
101183,10,2,2,80,.,3,3,2,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,2,1,2,40631.19875877057,45657.67421882169,1,142,8,8,3.33,Female,HS,English
101184,10,2,2,9,.,4,4,2,109,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,3,0,2,2,2,2,.,10426.958300463959,10715.713723190756,1,147,6,6,1.26,Female,HS,English
101185,10,2,2,57,.,5,6,1,.,2,.,2,1,8,.,4,2,.,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,2,3,2,2,.,13619.935035508173,14399.846132318658,2,136,2,2,0.24,Female,HS,English
101186,10,2,1,35,.,2,2,2,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,6,6,0,3,0,1,2,2,1,1,82200.9441288182,79471.54413716347,1,134,15,15,5,Male,HS,English
101187,10,2,1,33,.,1,1,1,.,1,2,2,1,7,.,4,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,2,2,1,3,41481.70163741787,50576.20534647177,2,140,15,15,5,Male,HS,English
101188,10,1,1,39,.,2,2,.,.,2,.,2,2,77,.,1,5,.,2,2,2,2,2,2,.,.,.,.,3,1,0,0,0,1,2,1,3,.,35958.71831014143,0,1,138,99,3,1.16,Male,<HS,Spanish
101189,10,1,2,9,.,3,3,.,.,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,0,3,0,2,2,1,2,.,27174.469850561854,0,1,142,3,3,0.41,Female,<HS,English
101190,10,2,1,21,.,2,2,1,.,2,.,2,2,2,.,3,4,.,2,2,2,2,2,1,1,2,2,2,4,4,0,0,0,2,2,1,2,.,70347.23515380085,80500.75813213844,2,144,99,99,.,Male,<HS,Spanish
101191,10,2,2,35,.,3,3,2,.,2,.,1,1,.,.,3,6,2,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,3,2,1,.,84562.15461814335,91803.92187368024,2,146,8,8,2.41,Female,HS,English
101192,10,2,2,7,.,2,2,2,96,.,.,1,1,.,1,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,1,2,0,1,2,1,1,2,27956.97393667688,28234.473219019466,1,138,6,6,1.15,Female,<HS,English
101193,10,2,1,63,.,2,2,1,.,1,1,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,3,3,1,3,18159.593274361243,18501.069540685417,2,135,15,15,5,Male,College,English
101194,10,2,2,48,.,3,3,2,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,3,3,1,2,89167.7853505381,88795.0544911682,1,142,14,14,5,Female,College,English
101195,10,2,2,71,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,2,4,2,1,2,63034.72553569523,68691.76141257028,1,140,7,7,2.71,Female,HS,English
101196,10,2,2,71,.,4,4,1,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,.,2,2,1,0,1,2,4,2,2,.,13856.24393966439,13790.863485335096,2,142,2,2,0.37,Female,HS,English
101197,10,2,1,14,.,4,4,1,176,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,2,2,2,1,2,26774.524299922065,27400.977209547564,2,144,8,8,1.7,Male,HS,English
101198,10,2,2,2,.,4,4,2,28,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,1,0,0,2,3,2,1,2,10904.903693195896,11813.558334548274,2,143,10,10,2.21,Female,HS,English
101199,10,2,2,61,.,3,3,1,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,4,3,1,3,220853.2844976359,236115.07849881807,1,143,12,12,.,Female,College,English
101200,10,2,1,73,.,3,3,2,.,2,.,2,1,9,.,4,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,2,1,2,12395.203583321232,13666.28574604303,1,142,6,6,1.72,Male,HS,English
101201,10,2,1,55,.,5,6,1,.,2,.,2,1,2,.,2,1,.,1,2,1,1,2,1,.,.,.,.,5,5,1,0,0,1,3,1,1,2,11861.91044938081,12709.66471344271,1,136,99,99,.,Male,<HS,English
101202,10,2,1,9,.,1,1,1,119,.,.,1,1,.,3,.,.,.,2,1,2,2,2,2,1,2,2,.,7,7,2,3,1,2,3,1,1,.,42658.95377616866,55672.03757637614,2,144,99,99,.,Male,<HS,Spanish
101203,10,2,1,14,.,3,3,2,171,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,3,3,0,2,0,2,3,3,2,.,38661.51481659625,38261.449227090714,1,145,6,6,1.32,Male,College,English
101204,10,2,1,80,.,3,3,1,.,1,2,1,1,.,.,4,1,.,1,2,2,1,2,2,.,.,.,.,2,2,0,0,2,2,4,2,1,2,26558.895213014872,32179.89215692552,2,142,6,6,2,Male,HS,English
101205,10,2,2,14,.,4,4,1,168,.,.,1,1,.,7,.,.,.,1,1,2,1,2,2,1,2,2,1,3,3,0,2,0,2,2,2,3,.,10863.006262477038,11187.889335156247,2,148,4,4,0.87,Female,HS,English
101206,10,2,1,34,.,1,1,2,.,2,.,2,1,7,.,3,6,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,2,2,1,2,59164.46617287499,60328.5037781273,1,135,12,12,.,Male,HS,English
101207,10,2,2,70,.,3,3,1,.,2,.,2,2,9,.,4,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,2,1,2,84489.83992710701,91384.36913912023,1,137,14,14,4.93,Female,HS,English
101208,10,2,2,14,.,2,2,1,170,.,.,1,1,.,7,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,0,2,0,1,3,3,1,3,48824.73747041499,51816.48331415135,2,144,99,99,.,Female,College,English
101209,10,2,2,62,.,1,1,1,.,2,.,2,2,6,.,1,1,.,2,2,2,2,2,2,2,2,2,2,3,3,0,0,1,1,3,1,1,1,10549.70065873414,10943.248279530639,2,135,3,3,0.58,Female,<HS,Spanish
101210,10,2,2,0,3,3,3,2,4,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,2,1,0,1,2,2,1,.,9596.938144654465,10242.598435251437,1,141,8,8,1.56,Female,HS,English
101211,10,2,2,61,.,4,4,1,.,2,.,1,1,.,.,5,3,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,4,3,2,.,18606.722869734724,20696.158541345074,1,143,15,15,5,Female,College,English
101212,10,2,2,62,.,5,6,1,.,2,.,2,1,3,.,5,1,.,1,2,2,.,.,.,1,2,2,1,6,6,0,0,3,1,4,3,1,3,6536.452927308434,6999.135661603198,2,148,.,.,.,Female,College,English
101213,10,2,1,60,.,3,3,1,.,2,.,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,4,2,2,.,20781.309760842447,20798.05920894942,1,137,3,3,0.89,Male,HS,English
101214,10,2,1,23,.,5,6,1,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,2,2,4,3,1,2,15950.241260782659,17655.424447295794,2,135,8,8,1.79,Male,College,English
101215,10,2,1,2,.,1,1,1,30,.,.,1,1,.,.,.,.,.,2,1,2,2,2,2,.,.,.,.,7,7,1,2,0,2,3,1,1,1,14380.406948267128,15647.142762148353,2,136,99,99,.,Male,<HS,Spanish
101216,10,2,2,55,.,4,4,2,.,2,.,1,1,.,.,3,5,.,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,3,2,3,.,20522.30427481542,20825.547897130167,1,145,99,1,0.11,Female,HS,English
101217,10,2,1,80,.,2,2,1,.,2,.,2,1,3,.,1,1,.,2,2,2,.,.,.,2,2,2,.,3,3,0,0,2,1,4,1,1,1,15592.095539765642,16308.166994365178,1,139,.,.,.,Male,<HS,Spanish
101218,10,2,1,74,.,3,3,2,.,1,2,1,1,.,.,1,3,.,1,2,2,.,.,.,.,.,.,.,1,1,0,0,1,1,4,1,2,.,13367.709748341009,13799.752958787303,2,143,.,.,.,Male,<HS,English
101219,10,2,2,8,.,3,3,1,98,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,1,2,3,1,3,54822.38375634922,61434.29757831552,2,143,15,15,4.78,Female,College,English
101220,10,2,2,35,.,5,6,1,.,2,.,2,1,5,.,4,1,2,1,2,2,.,.,.,.,.,.,.,4,4,2,0,0,1,2,3,1,2,24823.184362866847,25806.024873538172,2,144,.,.,.,Female,College,English
101221,10,2,1,54,.,4,4,2,.,2,.,1,1,.,.,3,5,.,1,2,2,.,.,.,1,2,2,1,2,2,0,0,1,1,4,2,3,.,25672.507309074987,28988.607151259974,2,147,.,.,.,Male,HS,English
101222,10,2,1,48,.,5,7,2,.,2,.,2,1,5,.,5,1,.,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,3,1,.,13723.339681066978,13972.02465948723,1,141,15,15,5,Male,College,English
101223,10,1,1,1,21,1,1,.,.,.,.,2,2,2,.,.,.,.,2,1,2,2,2,2,.,.,.,.,4,4,1,1,0,1,2,2,1,2,17112.41608408423,0,2,137,6,6,1.15,Male,HS,Spanish
101224,10,2,1,13,.,3,3,2,157,.,.,1,1,.,6,.,.,.,1,1,2,1,2,2,1,2,2,1,5,5,1,1,1,1,2,2,1,1,22294.70965521734,22240.239730493984,2,143,9,9,2.04,Male,HS,English
101225,10,1,1,2,.,2,2,.,.,.,.,1,1,.,.,.,.,.,2,1,2,2,2,2,.,.,.,.,6,6,2,1,0,1,2,1,1,.,20614.264245578383,0,1,138,4,4,0.58,Male,<HS,Spanish
101226,10,2,1,44,.,5,6,1,.,2,.,2,2,3,.,2,1,.,1,2,1,1,2,1,1,2,1,.,3,3,0,0,1,1,3,1,1,1,13733.892997613242,14484.270129106068,2,148,5,5,1.15,Male,<HS,English
101227,10,2,1,60,.,4,4,1,.,2,.,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,4,2,2,.,12704.714968030146,13696.25147572413,1,144,7,7,3.32,Male,HS,English
101228,10,2,2,30,.,3,3,2,.,2,.,1,1,.,.,3,5,2,1,2,2,1,2,2,1,2,2,1,4,4,0,3,0,2,2,2,3,.,43271.89021072496,46803.21795197583,2,139,5,5,0.8,Female,HS,English
101229,10,2,2,38,.,1,1,1,.,2,.,2,2,6,.,4,1,2,2,2,2,2,2,2,.,.,.,.,7,7,0,2,1,1,4,.,1,1,42358.878863338716,44614.067789641085,1,137,8,8,1.45,Female,.,Spanish
101230,10,2,2,50,.,4,4,1,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,1,6,6,0,3,0,2,3,2,2,.,24587.33277402926,27337.44281405408,1,137,6,6,1.05,Female,HS,English
101231,10,2,2,14,.,3,3,2,178,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,6,6,0,2,1,2,3,3,1,2,52813.85945906429,56616.77128938838,1,138,15,15,3.79,Female,College,English
101232,10,2,1,65,.,3,3,2,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,4,2,3,.,24969.12468584107,24656.3172903359,1,142,6,6,1.54,Male,HS,English
101233,10,2,1,17,.,1,1,1,216,2,.,1,1,.,15,.,.,.,1,2,2,1,2,2,1,2,2,1,7,7,1,3,0,2,3,2,2,.,24375.781162302537,26154.158989351494,2,148,8,8,1.31,Male,HS,English
101234,10,2,2,9,.,5,7,1,111,.,.,1,1,.,2,.,.,.,1,1,2,1,2,2,1,2,2,.,4,4,0,2,0,1,3,2,1,3,20282.612661654373,22155.860345396737,2,140,14,14,3.39,Female,HS,English
101235,10,2,1,1,21,3,3,2,21,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,3,2,0,1,2,3,1,3,13526.425109339563,13773.877314924175,1,142,6,6,0.73,Male,College,English
101236,10,2,1,26,.,4,4,2,.,2,.,1,1,.,.,3,6,.,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,2,2,3,.,37989.70124113416,39259.65200652216,2,145,8,8,2.17,Male,HS,English
101237,10,2,2,9,.,1,1,1,114,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,0,3,0,1,2,1,1,2,16313.427973607792,16238.368643684886,2,136,15,15,4.07,Female,<HS,English
101238,10,2,1,36,.,2,2,1,.,2,.,2,1,6,.,4,6,.,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,2,2,1,.,49697.21675711704,50695.047804523936,1,138,9,9,2.69,Male,HS,English
101239,10,2,2,80,.,3,3,1,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,3,1,3,36596.152643559435,40979.6801545399,1,144,8,8,3.08,Female,College,English
101240,10,2,2,16,.,1,1,2,197,.,.,1,1,.,10,.,.,.,2,2,2,1,2,2,1,2,2,1,7,7,2,2,0,1,3,1,1,2,16207.58790726202,16543.38691554292,1,135,14,14,2.23,Female,<HS,Spanish
101241,10,2,1,27,.,5,6,2,.,2,.,1,1,.,.,5,5,.,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,1,2,3,3,.,30373.050005434266,38983.93848636373,2,138,15,15,5,Male,College,English
101242,10,2,2,57,.,3,3,2,.,2,.,1,1,.,.,2,2,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,3,1,2,.,32618.90474191931,34706.85663394949,2,147,2,2,0.81,Female,<HS,English
101243,10,2,1,63,.,3,3,1,.,2,.,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,1,4,2,1,2,42185.832635475366,47120.185083484175,2,142,7,7,2,Male,HS,English
101244,10,2,2,15,.,4,4,2,182,.,.,1,1,.,8,.,.,.,1,1,2,1,2,2,1,2,2,1,7,7,0,3,0,2,2,1,1,1,10925.775666845737,11160.287814210187,1,147,5,5,0.54,Female,<HS,English
101245,10,2,1,8,.,2,2,1,103,.,.,1,1,.,2,.,.,.,2,1,2,2,2,2,1,2,2,.,4,4,1,1,0,2,3,1,1,1,9434.798697932592,9578.004819096172,2,148,4,4,0.62,Male,<HS,Spanish
101246,10,2,1,54,.,5,6,1,.,2,.,2,1,99,.,3,1,.,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,3,2,1,2,26513.80091263743,26886.939690755415,2,144,4,4,0.87,Male,HS,English
101247,10,2,1,38,.,5,6,2,.,2,.,2,2,2,.,5,1,.,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,2,2,3,1,3,18903.08355571311,17845.837692402492,1,141,14,14,3.86,Male,College,English
101248,10,2,1,52,.,4,4,1,.,2,.,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,3,2,2,.,20912.373332191197,20282.885214733997,1,144,8,8,2.83,Male,HS,English
101249,10,2,2,63,.,2,2,1,.,2,.,2,1,7,.,1,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,1,4,2,1,1,7257.180731406116,7101.657339448211,1,140,9,9,2.82,Female,HS,English
101250,10,2,2,38,.,3,3,2,.,2,.,1,1,.,.,5,1,2,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,3,3,1,3,179274.4965522996,176978.8906024644,2,147,15,15,4.76,Female,College,English
101251,10,2,2,18,.,5,6,2,226,2,.,1,1,.,15,.,.,.,1,2,2,.,.,.,1,2,2,1,5,5,0,1,0,1,3,.,1,.,11430.46639547071,15064.142937090835,1,145,.,.,.,Female,.,English
101252,10,2,2,33,.,5,7,1,.,2,.,1,1,.,.,4,5,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,2,2,2,3,.,14391.137687115668,15067.42033878175,2,144,3,3,0.82,Female,HS,English
101253,10,2,1,57,.,4,4,1,.,2,.,1,1,.,.,4,3,.,1,2,2,1,2,2,1,2,2,1,2,2,0,1,0,1,3,2,2,.,13622.073407360302,13971.776675876255,2,147,6,6,1.94,Male,HS,English
101254,10,2,2,29,.,4,4,1,.,2,.,1,1,.,.,5,6,2,1,2,2,1,2,2,1,2,2,1,3,3,0,2,0,2,2,3,1,.,47867.01324152747,51148.7930987336,2,144,14,14,3.98,Female,College,English
101255,10,2,2,62,.,4,4,2,.,2,.,1,1,.,.,4,1,.,1,2,2,.,.,.,1,2,2,1,3,3,0,0,2,1,4,.,1,2,8337.837618794436,8307.145488591785,1,147,.,.,.,Female,.,English
101256,10,2,2,34,.,4,4,1,.,2,.,1,1,.,.,4,5,2,1,2,2,1,2,2,1,2,2,1,7,7,3,1,0,2,3,2,2,.,13656.292745793111,13215.888980858408,1,144,10,10,1.18,Female,HS,English
101257,10,2,2,6,.,3,3,2,79,.,.,1,1,.,0,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,0,2,0,1,2,2,1,2,18968.480989770396,20733.437000203634,1,142,6,6,1.02,Female,HS,English
101258,10,2,1,45,.,3,3,2,.,2,.,1,1,.,.,4,5,.,1,2,2,1,2,2,1,2,2,.,3,3,0,0,1,2,4,.,2,.,41041.6170146735,46395.95635082326,2,146,4,4,0.91,Male,.,English
101259,10,2,1,12,.,5,6,2,154,.,.,1,1,.,6,.,.,.,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,3,2,1,2,10432.12973940968,10457.816207684853,1,138,77,77,.,Male,HS,English
101260,10,2,2,80,.,3,3,2,.,2,.,1,1,.,.,4,2,.,1,2,2,1,2,2,.,.,.,.,1,1,0,0,1,2,4,2,2,.,24597.654860788,27615.441965760165,2,141,5,5,1.89,Female,HS,English
101261,10,2,2,5,.,5,7,1,72,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,3,3,1,1,0,2,2,2,3,.,19371.887954955986,21309.787653151358,2,137,7,7,1.78,Female,HS,English
101262,10,2,1,25,.,1,1,2,.,2,.,2,2,4,.,4,5,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,2,2,3,.,50110.13902936081,51910.71975172593,2,141,12,12,.,Male,HS,English
101263,10,2,1,16,.,3,3,2,194,.,.,1,1,.,9,.,.,.,1,2,2,1,2,2,1,2,2,1,7,7,0,3,0,1,3,2,1,2,19395.464936621695,19946.732220859423,1,142,12,12,.,Male,HS,English
101264,10,2,1,31,.,5,6,2,.,2,.,2,2,2,.,5,1,.,1,2,2,1,2,2,1,2,2,1,4,4,1,0,0,1,2,3,1,3,20555.75658641699,19736.56376874337,2,138,12,12,.,Male,College,English
101265,10,2,2,47,.,4,4,2,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,1,0,1,3,2,1,3,15612.697582345125,16091.915417072656,2,145,15,15,5,Female,HS,English
101266,10,2,2,67,.,4,4,2,.,2,.,1,1,.,.,4,5,.,1,2,2,.,.,.,1,2,2,1,5,5,0,1,1,1,3,.,1,.,8976.064215390243,8998.314927521787,1,134,.,.,.,Female,.,English
101267,10,2,2,7,.,4,4,1,88,.,.,1,1,.,1,.,.,.,1,1,2,1,2,2,.,.,.,.,7,7,2,3,1,2,4,1,1,2,10362.972071354425,10406.658907832232,2,144,4,4,0.42,Female,<HS,English
101268,10,2,1,2,.,3,3,1,26,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,4,4,2,0,0,1,2,3,1,3,21755.08434889218,23384.562277270867,1,146,8,8,1.87,Male,College,English
101269,10,2,1,9,.,3,3,1,109,.,.,1,1,.,3,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,0,3,0,2,3,3,1,2,28924.412802011346,30648.248139707834,1,146,7,7,1.46,Male,College,English
101270,10,2,2,11,.,3,3,2,135,.,.,1,1,.,5,.,.,.,1,1,2,1,2,2,1,2,2,.,5,5,0,3,0,1,3,3,1,3,41660.457231073706,52706.10193477324,1,147,14,14,2.95,Female,College,English
101271,10,2,1,6,.,3,3,2,82,.,.,1,1,.,0,.,.,.,1,1,2,1,2,2,.,.,.,.,5,5,2,1,0,2,2,2,1,2,45486.20061906814,48900.480629038684,2,143,14,14,2.65,Male,HS,English
101272,10,2,2,11,.,1,1,1,141,.,.,1,1,.,6,.,.,.,2,1,2,2,2,2,1,2,2,.,5,5,0,1,0,1,3,1,1,1,15278.161576194087,15402.203812902519,2,136,8,8,1.7,Female,<HS,Spanish
101273,10,2,1,67,.,2,2,1,.,1,2,2,1,9,.,5,3,.,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,4,3,2,.,17570.144209689708,18035.301220546484,1,140,15,15,5,Male,College,English
101274,10,2,2,65,.,4,4,2,.,2,.,1,1,.,.,3,5,.,1,2,2,1,2,2,.,.,.,.,1,1,0,0,1,2,4,2,3,.,19865.868127780835,21126.35145539358,2,147,3,3,0.99,Female,HS,English
101275,10,2,1,80,.,4,4,2,.,2,.,1,1,.,.,4,2,.,1,2,2,1,2,2,1,2,2,.,1,1,0,0,1,1,4,2,2,.,11620.81452745348,12853.607930488723,2,147,4,4,1.64,Male,HS,English
101276,10,2,1,8,.,3,3,2,99,.,.,1,1,.,1,.,.,.,1,1,2,1,2,2,1,2,2,.,6,6,2,2,0,2,2,2,1,.,15386.598693949096,16572.210093264766,2,139,7,7,1.04,Male,HS,English
101277,10,2,1,75,.,5,7,2,.,1,1,1,1,.,.,4,1,.,1,2,2,1,2,2,1,2,2,.,2,2,0,0,2,1,4,2,1,2,7149.040151929308,9879.637612210206,2,139,7,7,2.19,Male,HS,English
101278,10,2,1,44,.,5,6,1,.,2,.,2,1,6,.,3,1,.,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,2,2,3,1,2,14670.826547976956,15721.00823697446,1,137,7,7,1.22,Male,College,English
101279,10,2,1,5,.,4,4,2,63,.,.,1,1,.,.,.,.,.,1,1,2,1,2,2,.,.,.,.,6,6,1,3,0,1,3,.,1,3,18648.908335177675,18777.83838197918,2,145,14,14,2.67,Male,.,English
101280,10,1,2,45,.,3,3,.,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,.,.,.,.,4,4,0,2,0,1,3,3,1,3,155392.23742973237,0,1,135,15,15,5,Female,College,English
101281,10,2,2,34,.,1,1,2,.,2,.,2,2,4,.,2,6,2,2,2,2,2,2,2,2,2,2,2,5,5,1,1,0,1,2,1,1,1,36690.35613981443,37216.60799749895,2,138,3,3,0.41,Female,<HS,Spanish
101282,10,2,1,60,.,3,3,1,.,2,.,1,1,.,.,3,1,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,4,2,1,2,218602.3765253009,213902.49625406985,1,139,14,14,5,Male,HS,English
101283,10,2,2,56,.,4,4,1,.,2,.,1,1,.,.,5,5,.,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,3,3,3,.,16519.873940114805,17524.699792635543,1,144,14,14,4.62,Female,College,English
101284,10,2,2,65,.,4,4,2,.,2,.,1,1,.,.,3,3,.,1,2,2,1,2,2,1,2,2,1,2,2,0,1,1,2,4,2,2,.,15880.590374358637,15534.244894650366,2,146,5,5,1.22,Female,HS,English
101285,10,2,1,30,.,3,3,2,.,2,.,1,1,.,.,3,6,.,1,2,2,1,2,2,1,2,2,1,6,6,1,3,0,1,2,2,1,.,152613.00416618786,148338.96206392374,1,145,14,14,2.43,Male,HS,English
101286,10,2,2,52,.,4,4,1,.,2,.,1,1,.,.,3,5,.,1,2,2,1,2,2,1,2,2,1,6,6,2,2,0,2,3,2,3,.,15819.730682785083,15802.572555047413,2,148,6,6,0.74,Female,HS,English
101287,10,2,2,10,.,5,6,1,126,.,.,2,1,3,4,.,.,.,1,1,2,1,2,2,1,2,2,.,6,6,1,2,1,1,4,.,2,.,6790.145857503832,7164.56755267575,1,137,6,6,0.88,Female,.,English
101288,10,2,2,62,.,4,4,2,.,2,.,1,1,.,.,5,1,.,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,2,4,3,1,3,24331.804791571903,26463.2840255815,1,141,15,15,5,Female,College,English
101289,10,2,2,26,.,1,1,1,.,2,.,2,2,99,.,2,1,1,2,2,2,2,2,2,.,.,.,.,7,7,1,3,0,1,3,1,1,.,23811.47558679977,27768.677268200743,2,136,99,99,.,Female,<HS,Spanish
101290,10,2,1,4,.,1,1,2,54,.,.,1,1,.,.,.,.,.,2,1,2,2,2,2,.,.,.,.,5,5,1,3,0,2,2,2,2,.,26674.54997355352,28466.878232013023,1,135,5,5,0.73,Male,HS,Spanish
101291,10,2,2,61,.,5,7,1,.,2,.,1,1,.,.,4,3,.,1,2,2,.,.,.,.,.,.,.,3,3,0,0,1,2,3,3,2,.,9590.303892085924,9842.645016344415,2,142,.,.,.,Female,College,English
